id,predicted_positions
969,"[3, 7, 11, 16, 18, 20, 24, 28]"
970,"[4, 8, 14, 16, 21]"
971,"[3, 4, 13, 20, 27, 28]"
972,"[7, 17, 18, 23]"
973,"[10, 17, 20, 28]"
974,"[2, 9, 14, 18, 20, 26]"
975,"[2, 9, 14, 16, 22, 28, 30]"
976,"[4, 6, 11, 12, 19]"
977,"[11, 14]"
978,"[1, 4, 12, 15, 20]"
979,"[1, 7, 11, 12, 15]"
980,"[1, 5, 6, 15, 20]"
981,"[8, 10, 16]"
982,"[2, 7, 8]"
983,"[2, 7]"
984,"[6, 14, 18, 23]"
985,"[2, 7, 8, 12, 13, 21]"
986,"[1, 6, 11, 12]"
987,"[1, 2, 10, 11, 17, 20, 27, 31]"
988,"[5, 13, 17, 23, 33]"
989,[]
990,"[2, 7]"
991,"[4, 6, 11]"
992,"[5, 16, 18]"
993,"[12, 16, 17]"
994,"[2, 10]"
995,"[8, 13, 14]"
996,"[7, 13, 20]"
997,[7]
998,"[4, 8, 9, 13]"
999,[]
1000,[1]
1001,"[7, 10, 16]"
1002,[19]
1003,"[8, 19, 22]"
1004,[12]
